Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttritionFlag,AvgWorkingHours,PercentOvertime,TotalLeaves,OvertimeRatio,OvertimeFlag,IncomePerHour,TimeSinceLastPromoRatio,Satisfaction_X_Hours,CommuteStressIndex,TenureBucket,RiskScore,RiskCohort,log_income
49,No,Travel_Frequently,Research & Development,1,1,Medical,33,Female,2,Research Scientist,Single,35910.0,9.0,13,8,0,22.0,2,3,1,2,3,1,3,3,3,0,10.518214624881292,1.0,15,1.3147768281101615,1,788.4705566662936,0.3333333333333333,42.07285849952517,7.29067081176085,3-5,1.5,Medium,10.488798934228665
36,No,Travel_Rarely,Sales,5,3,Technical Degree,34,Male,3,Sales Executive,Single,54050.0,4.0,14,8,0,10.0,2,8,7,7,3,2,3,3,3,0,6.182887517146776,0.0,6,0.772860939643347,0,2018.9076623528993,0.875,30.91443758573388,11.078247256019674,5-10,0.5,Low,10.89768332428381
31,No,Travel_Frequently,Research & Development,9,4,Medical,35,Male,1,Sales Executive,Divorced,46840.0,1.0,16,8,1,2.0,4,2,2,2,4,2,2,3,3,0,6.586388888888889,0.0,9,0.8232986111111111,0,1642.4101500136896,1.0,39.51833333333333,15.165720872217173,1-3,1.5,Medium,10.754514166757886
26,Yes,Travel_Rarely,Research & Development,8,3,Medical,36,Male,2,Manager,Single,157870.0,1.0,12,8,2,8.0,5,8,7,4,4,4,3,3,3,1,10.272241379310344,1.0,17,1.284030172413793,1,3549.3309541037893,0.875,82.17793103448275,22.570421222950795,5-10,2.0,Medium,11.969533522831421
37,No,Travel_Frequently,Sales,9,1,Marketing,37,Male,1,Laboratory Technician,Married,15140.0,1.0,14,8,0,4.0,3,4,1,2,2,4,2,3,3,0,9.982733011937558,1.0,7,1.2478416264921948,1,350.25837038669806,0.25,59.89639807162535,22.986092220626976,3-5,3.0,High,9.625161575008372
42,No,Travel_Frequently,Sales,2,2,Marketing,38,Male,3,Research Director,Married,29560.0,5.0,13,8,0,23.0,2,20,4,8,3,2,4,3,3,0,5.979567632850242,0.0,19,0.7474459541062802,0,1141.6861983185063,0.2,29.89783816425121,6.569226482371355,>10,0.5,Low,10.294211203989256
18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,39,Male,1,Sales Executive,Single,23350.0,1.0,14,8,2,0.0,3,0,0,0,3,3,3,2,3,1,6.775967939304944,0.0,22,0.846995992413118,0,795.8434496846526,0.0,40.65580763582966,4.696743072693804,0-1,0.5,Low,10.058395088732475
35,No,Travel_Rarely,Sales,20,2,Life Sciences,40,Male,1,Laboratory Technician,Married,51540.0,0.0,19,8,0,12.0,2,11,6,9,3,2,2,2,3,0,7.690160390516039,0.14225941422594143,10,0.9612700488145048,0,1547.8223736592424,0.5454545454545454,38.45080195258019,23.412865858618,>10,2.0,Medium,10.85013288642403
36,No,Travel_Frequently,Research & Development,8,3,Other,41,Female,3,Sales Executive,Married,69620.0,4.0,12,8,2,4.0,2,1,0,0,3,3,3,2,3,0,7.204732468123861,0.0,5,0.9005915585154827,0,2231.6612047831827,0.0,43.22839480874317,15.830415252093989,1-3,0.0,Low,11.150821524950869
51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,42,Male,2,Laboratory Technician,Divorced,56750.0,5.0,13,8,0,13.0,2,4,1,2,4,2,3,2,3,0,7.594769503546099,0.11063829787234042,14,0.9493461879432624,0,1725.6923412488536,0.25,45.568617021276594,8.343707106197542,3-5,0.0,Low,10.946428556333773
41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,43,Male,1,Laboratory Technician,Single,23790.0,1.0,12,8,0,22.0,6,22,0,4,4,2,3,3,3,0,6.952642332415059,0.0,7,0.8690802915518824,0,790.2357212205545,0.0,41.71585399449035,23.647308896643562,>10,1.0,Low,10.077062636881843
18,No,Travel_Rarely,Sales,7,3,Life Sciences,44,Male,1,Research Scientist,Single,38120.0,1.0,15,8,0,0.0,3,0,0,0,4,3,3,3,3,0,7.008878472222222,0.0,9,0.8761098090277778,0,1256.077585737364,0.0,49.06214930555556,14.57455305572439,0-1,0.5,Low,10.548520590372645
28,No,Travel_Rarely,Research & Development,9,3,Medical,45,Male,1,Sales Representative,Single,46480.0,0.0,23,8,2,9.0,2,8,0,7,2,1,3,2,4,0,7.201573315118398,0.004098360655737705,5,0.9001966643897997,0,1490.5647163121141,0.0,21.604719945355193,16.582235361495336,5-10,0.5,Low,10.746798905924305
31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,46,Male,1,Manufacturing Director,Married,29360.0,4.0,12,8,1,10.0,2,8,7,7,2,4,2,3,3,0,7.172875,0.008333333333333333,9,0.896609375,0,945.3113935338012,0.875,43.03725,15.760417240160537,5-10,2.0,Medium,10.28742254209393
39,No,Travel_Rarely,Sales,5,4,Marketing,47,Female,2,Human Resources,Divorced,21050.0,0.0,20,8,0,19.0,3,18,3,7,3,4,2,3,4,0,7.636801418439716,0.11914893617021277,14,0.9546001773049645,0,636.5795840823358,0.16666666666666666,53.45760992907801,13.683311256103602,>10,1.5,Medium,9.954703343920398
36,No,Non-Travel,Research & Development,5,4,Life Sciences,48,Male,1,Sales Executive,Married,85780.0,7.0,21,8,0,11.0,4,9,0,8,2,2,3,3,4,0,7.83278129395218,0.2616033755274262,12,0.9790976617440225,0,2529.1940133548856,0.0,31.33112517580872,14.034460053831195,5-10,0.0,Low,11.359552815731995
32,No,Travel_Rarely,Sales,2,3,Marketing,49,Male,2,Laboratory Technician,Married,27060.0,1.0,21,8,1,13.0,4,13,4,8,4,3,2,3,4,0,6.974765051395008,0.0,22,0.871845631424376,0,896.004752381519,0.3076923076923077,48.82335535976505,7.662562596035414,>10,1.5,Medium,10.205848855956967
38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,50,Female,3,Research Scientist,Married,63840.0,3.0,19,8,2,19.0,4,10,0,1,1,2,3,2,3,0,6.906424220272905,0.0,21,0.8633030275341131,0,2134.7731460602977,0.0,20.719272660818717,12.374650995179964,>10,0.0,Low,11.06415089616141
58,No,Non-Travel,Research & Development,2,3,Life Sciences,51,Male,2,Manufacturing Director,Divorced,39680.0,2.0,13,8,2,12.0,3,5,1,2,4,3,3,2,3,0,10.895463728191,1.0,7,1.361932966023875,1,841.0814367325373,0.2,76.268246097337,11.969890342528288,5-10,1.5,Medium,10.588627762694157
31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,52,Female,3,Research Scientist,Married,99070.0,0.0,13,8,1,6.0,3,5,0,3,3,4,3,2,3,0,9.12566572902016,1.0,12,1.14070821612752,1,2507.20421946726,0.0,63.87966010314112,27.783294071165553,5-10,1.5,Medium,11.503592043789153
31,No,Travel_Rarely,Sales,7,4,Marketing,53,Male,2,Sales Executive,Married,132250.0,3.0,21,8,1,9.0,2,2,1,0,1,1,3,3,4,0,6.831459786145978,0.0,10,0.8539324732682473,0,4470.892917374704,0.5,13.662919572291957,14.205621269627194,1-3,0.0,Low,11.792456911128632
45,No,Travel_Frequently,Research & Development,3,1,Medical,54,Female,1,Sales Executive,Divorced,35400.0,1.0,13,8,0,24.0,6,24,9,11,1,1,3,3,3,0,7.3160499058380415,0.0211864406779661,13,0.9145062382297552,0,1117.4772911214163,0.375,14.632099811676083,10.142198730134984,>10,0.5,Low,10.474495347310453
31,No,Travel_Rarely,Sales,16,4,Marketing,55,Female,2,Research Scientist,Divorced,28040.0,0.0,19,8,2,3.0,0,2,2,2,3,4,1,3,3,0,8.610798041894354,0.9713114754098361,5,1.0763497552367942,1,752.0499895434265,1.0,60.275586293260474,24.39622791526822,1-3,3.5,High,10.241423003850693
33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,56,Male,4,Research Director,Married,165835.0,6.0,12,8,1,12.0,3,10,8,8,4,2,3,3,3,0,6.784845288326301,0.0,12,0.8481056610407877,0,5644.797277598473,0.8,40.709071729957806,15.622683619171031,>10,0.5,Low,12.018754627185396
39,No,Travel_Rarely,Sales,1,4,Life Sciences,57,Male,1,Sales Executive,Married,165835.0,1.0,22,8,1,21.0,6,21,11,10,3,1,3,3,4,0,10.98609977324263,1.0,4,1.3732624716553288,1,3486.139485620826,0.5238095238095238,43.94439909297052,7.6149840831733835,>10,1.5,Medium,12.018754627185396
43,No,Travel_Frequently,Research & Development,7,4,Medical,58,Male,4,Research Scientist,Single,24390.0,0.0,15,8,0,9.0,2,8,1,7,3,4,3,3,3,0,7.68658467939305,0.17180616740088106,22,0.9608230849241313,0,732.8084828592047,0.125,53.80609275575135,15.98380349596969,5-10,0.5,Low,10.101969490779476
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,59,Male,3,Manufacturing Director,Single,73140.0,7.0,22,8,0,25.0,2,7,0,7,3,3,3,3,4,0,9.948856881572931,1.0,6,1.2436071101966164,1,1697.8287220759978,0.0,59.69314128943759,6.896022097256687,5-10,1.0,Low,11.200144364018984
52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,60,Female,2,Research Scientist,Married,47740.0,2.0,18,8,1,11.0,2,8,7,7,3,2,2,3,3,1,7.905527661552766,0.3891213389121339,10,0.9881909576940957,0,1394.644940737368,0.875,39.52763830776383,16.43908262833187,5-10,2.0,Medium,10.773545846468581
27,No,Travel_Rarely,Research & Development,15,4,Medical,61,Male,3,Research Scientist,Single,39020.0,1.0,22,8,0,4.0,2,4,1,2,3,2,2,3,4,0,10.67241461748634,1.0,5,1.3340518271857924,1,844.3775534494117,0.25,53.362073087431696,29.59021640750961,3-5,3.0,High,10.57185524173185
32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,62,Male,3,Research Scientist,Married,26620.0,1.0,11,8,1,13.0,6,13,11,9,3,2,3,4,3,0,10.496171548117156,1.0,10,1.3120214435146444,1,585.7188953549215,0.8461538461538461,52.480857740585776,7.275391715250922,>10,2.0,Medium,10.189455656983572
27,No,Travel_Rarely,Research & Development,13,2,Medical,63,Female,4,Research Director,Single,28560.0,1.0,12,8,2,5.0,5,5,0,4,4,3,3,4,3,0,10.069261664261665,1.0,18,1.2586577080327082,1,655.0473287957541,0.0,70.48483164983166,26.57335879888369,5-10,2.0,Medium,10.259797429846147
31,No,Travel_Rarely,Sales,24,3,Life Sciences,64,Male,2,Healthcare Representative,Divorced,10810.0,4.0,11,8,3,13.0,4,7,1,7,4,4,3,4,3,0,6.607014174668496,0.0,6,0.825876771833562,0,377.8614258674579,0.14285714285714285,52.85611339734797,21.267158201401948,5-10,1.0,Low,9.288319413292772
32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,65,Male,2,Healthcare Representative,Single,24720.0,7.0,13,8,0,10.0,2,7,0,7,1,4,2,3,3,0,7.497914908579466,0.05063291139240506,12,0.9372393635724332,0,761.4126057731002,0.0,37.48957454289733,15.591475736880708,5-10,1.5,Medium,10.115408363827857
28,Yes,Travel_Rarely,Research & Development,9,4,Medical,66,Male,1,Sales Executive,Married,56730.0,5.0,14,8,1,5.0,4,3,2,2,1,4,2,2,3,1,10.727235717498877,1.0,2,1.3409044646873596,1,1221.3413570099347,0.6666666666666666,53.636178587494385,24.7003730521462,3-5,3.5,High,10.946076077522912
30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,67,Female,4,Research Director,Married,41970.0,1.0,13,8,0,11.0,3,10,1,9,4,4,3,3,3,0,6.184816810344828,0.0,17,0.7731021012931035,0,1567.1993114555733,0.1,49.478534482758626,16.322086135668187,>10,0.0,Low,10.644734182586557
31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,68,Female,1,Manager,Married,97130.0,1.0,17,8,0,10.0,5,10,8,9,3,3,3,2,3,0,6.609300048947627,0.0,22,0.8261625061184533,0,3393.9858235544475,0.8,39.65580029368576,7.261058253268601,>10,0.5,Low,11.483815861823663
39,No,Travel_Frequently,Research & Development,19,4,Medical,69,Female,1,Research Scientist,Married,20620.0,1.0,13,8,0,21.0,4,21,13,3,3,4,3,3,3,0,6.07624634502924,0.0,21,0.759530793128655,0,783.7280519760561,0.6190476190476191,42.53372441520468,18.202807277868573,>10,1.0,Low,9.934065253000266
39,Yes,Travel_Rarely,Research & Development,1,1,Medical,70,Female,1,Laboratory Technician,Married,42840.0,4.0,17,8,1,12.0,0,1,0,0,4,3,2,3,3,1,9.971745709123757,1.0,3,1.2464682136404697,1,992.1797770201591,0.0,69.8022199638663,6.911887423539865,1-3,2.5,High,10.665250866959651
33,No,Travel_Frequently,Sales,4,2,Life Sciences,71,Male,4,Research Scientist,Single,47880.0,3.0,11,8,1,9.0,0,7,0,1,2,4,2,3,3,0,7.42145202020202,0.02066115702479339,7,0.9276815025252525,0,1489.9694413510836,0.0,44.52871212121212,11.944366246623776,5-10,1.0,Low,10.776474045001011
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,72,Female,2,Healthcare Representative,Married,59060.0,4.0,23,8,0,21.0,4,3,1,1,4,3,3,4,4,0,6.493810013717422,0.0,6,0.8117262517146777,0,2100.4191429883235,0.3333333333333333,45.45667009602195,10.451384032221023,3-5,0.0,Low,10.986326087088196
43,No,Travel_Frequently,Research & Development,14,3,Medical,73,Female,5,Research Director,Divorced,38860.0,1.0,17,8,2,9.0,2,9,0,0,3,3,4,3,3,0,6.299470449172577,0.0,14,0.7874338061465721,0,1424.65877336323,0.0,37.79682269503546,17.059282216719225,5-10,0.5,Low,10.567746456002288
27,No,Non-Travel,Research & Development,2,3,Life Sciences,74,Male,1,Research Director,Married,165835.0,0.0,17,8,0,6.0,3,5,1,4,3,2,3,3,3,0,9.316973304473304,1.0,18,1.164621663059163,1,4110.67789515752,0.2,46.584866522366525,10.235741365487096,5-10,1.0,Low,12.018754627185396
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,75,Male,2,Research Scientist,Single,29330.0,3.0,12,8,2,20.0,2,4,0,3,4,3,2,3,3,0,6.097862787356322,0.0,17,0.7622328484195402,0,1110.827234334002,0.0,42.68503951149425,4.226716398497444,3-5,1.5,Medium,10.286400256173781
43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,76,Female,2,Manager,Married,65000.0,8.0,23,8,0,10.0,3,1,0,0,3,1,2,3,4,0,7.217327264239029,0.0,11,0.9021659080298786,0,2079.931641522095,0.0,28.869309056956116,15.008010133157118,1-3,1.0,Low,11.082157933374816
45,No,Travel_Rarely,Sales,3,1,Marketing,77,Female,1,Sales Executive,Married,165835.0,9.0,14,8,1,12.0,6,10,9,8,4,4,3,3,3,0,7.100070018365472,0.0,7,0.887508752295684,0,5394.1828902256475,0.9,56.80056014692378,9.842787030016453,>10,0.5,Low,12.018754627185396
40,No,Travel_Rarely,Research & Development,2,4,Other,78,Male,4,Research Scientist,Married,50330.0,2.0,14,8,2,6.0,6,4,0,2,2,4,2,3,3,0,9.914107744107744,1.0,18,1.239263468013468,1,1172.4258886428158,0.0,59.48464646464646,10.891760598856438,3-5,2.5,High,10.82637646843851
29,Yes,Travel_Rarely,Research & Development,29,3,Medical,79,Female,1,Research Scientist,Married,23070.0,1.0,13,8,1,7.0,0,7,0,7,2,1,2,3,3,1,10.477788647342994,1.0,19,1.3097235809178742,1,508.4989545097717,0.0,31.43336594202898,35.63702731295245,5-10,3.0,High,10.046331696565609
29,No,Travel_Rarely,Human Resources,8,3,Medical,80,Male,3,Sales Representative,Single,25870.0,0.0,22,8,2,4.0,3,3,2,2,2,4,3,3,4,0,6.906938633193864,0.0,10,0.863367329149233,0,865.0135986793015,0.6666666666666666,41.44163179916318,15.176095319006594,3-5,1.0,Low,10.16087792924552
30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,81,Male,2,Research Scientist,Divorced,55070.0,1.0,12,8,2,10.0,2,10,1,2,4,3,3,2,3,0,7.589092432950192,0.08620689655172414,17,0.948636554118774,0,1675.8584660894749,0.1,53.12364703065134,18.197848869801152,>10,0.0,Low,10.91637854079876
27,No,Travel_Rarely,Research & Development,11,2,Medical,82,Male,1,Manager,Married,43930.0,1.0,18,8,1,8.0,2,8,0,7,2,2,3,2,3,0,6.079724499089253,0.0,5,0.7599655623861566,0,1668.7428085461058,0.0,24.318897996357013,15.107547836665905,5-10,0.0,Low,10.690375500198106
37,No,Travel_Rarely,Sales,1,4,Life Sciences,83,Male,2,Healthcare Representative,Divorced,133480.0,7.0,14,8,0,8.0,4,6,0,4,4,4,2,3,3,0,6.001112288135594,0.0,13,0.7501390360169492,0,5136.846030907106,0.0,48.00889830508475,4.159654062744829,5-10,1.0,Low,11.801714424596312
